context,text,response,intent
[""],"That was a pretty brilliant answer","I always try my best to be helpful.",chitchat
[""],"That was a pretty astute answer","I always try my best to be helpful.",chitchat
[""],"That was a genius response","I always try my best to be helpful.",chitchat
[""],"That was a smart answer","I always try my best to be helpful.",chitchat
[""],"That was a clever response","I always try my best to be helpful.",chitchat
[""],"That was a smart response","I always try my best to be helpful.",chitchat
[""],"That was a brilliant response","I always try my best to be helpful.",chitchat
[""],"That was a brilliant answer","I always try my best to be helpful.",chitchat
[""],"That is very smart","I always try my best to be helpful.",chitchat
[""],"That is very intelligent","I always try my best to be helpful.",chitchat
[""],"That is very genius","I always try my best to be helpful.",chitchat
[""],"That is very clever","I always try my best to be helpful.",chitchat
[""],"Are you intelligent?","I always try my best to be helpful.",chitchat
[""],"That was a genius answer","I always try my best to be helpful.",chitchat
[""],"That was an astute response","I always try my best to be helpful.",chitchat
[""],"That's a very astute answer","I always try my best to be helpful.",chitchat
[""],"That was pretty smart","I always try my best to be helpful.",chitchat
[""],"That was pretty intelligent","I always try my best to be helpful.",chitchat
[""],"That was pretty genius","I always try my best to be helpful.",chitchat
[""],"That was pretty clever","I always try my best to be helpful.",chitchat
[""],"That was pretty brilliant","I always try my best to be helpful.",chitchat
[""],"That was pretty astute","I always try my best to be helpful.",chitchat
[""],"That was a pretty smart answer","I always try my best to be helpful.",chitchat
[""],"That was an intelligent answer","I always try my best to be helpful.",chitchat
[""],"That is pretty smart","I always try my best to be helpful.",chitchat
[""],"That was an astute answer","I always try my best to be helpful.",chitchat
[""],"That was a very smart response","I always try my best to be helpful.",chitchat
[""],"That was a very genius response","I always try my best to be helpful.",chitchat
[""],"That was a very clever response","I always try my best to be helpful.",chitchat
[""],"That was a very brilliant response","I always try my best to be helpful.",chitchat
[""],"That was a very astute response","I always try my best to be helpful.",chitchat
[""],"That was an intelligent response","I always try my best to be helpful.",chitchat
[""],"Aren't you sharp?","I always try my best to be helpful.",chitchat
[""],"That is very brilliant","I always try my best to be helpful.",chitchat
[""],"That is a very astute response","I always try my best to be helpful.",chitchat
[""],"That is a very astute answer","I always try my best to be helpful.",chitchat
[""],"Look how smart you are","I always try my best to be helpful.",chitchat
[""],"How smart are you?","I always try my best to be helpful.",chitchat
[""],"How intelligent are you?","I always try my best to be helpful.",chitchat
[""],"Aren't you the smart one?","I always try my best to be helpful.",chitchat
[""],"That is a very brilliant answer","I always try my best to be helpful.",chitchat
[""],"Aren't you smart?","I always try my best to be helpful.",chitchat
[""],"That is a very brilliant response","I always try my best to be helpful.",chitchat
[""],"Aren't you intelligent?","I always try my best to be helpful.",chitchat
[""],"Aren't you clever?","I always try my best to be helpful.",chitchat
[""],"Aren't you a smartypants","I always try my best to be helpful.",chitchat
[""],"Aren't you a smarty?","I always try my best to be helpful.",chitchat
[""],"Aren't you a genius?","I always try my best to be helpful.",chitchat
[""],"Aren’t you smart?","I always try my best to be helpful.",chitchat
[""],"Aren't you the intelligent one?","I always try my best to be helpful.",chitchat
[""],"That is a very intelligent answer","I always try my best to be helpful.",chitchat
[""],"That is pretty genius","I always try my best to be helpful.",chitchat
[""],"That is pretty clever","I always try my best to be helpful.",chitchat
[""],"That is pretty brilliant","I always try my best to be helpful.",chitchat
[""],"That is pretty astute","I always try my best to be helpful.",chitchat
[""],"That is a very smart thing to say","I always try my best to be helpful.",chitchat
[""],"That is a very smart response","I always try my best to be helpful.",chitchat
[""],"That is a very smart answer","I always try my best to be helpful.",chitchat
[""],"That is a very astute thing to say","I always try my best to be helpful.",chitchat
[""],"That is a very intelligent response","I always try my best to be helpful.",chitchat
[""],"That's a very brilliant answer","I always try my best to be helpful.",chitchat
[""],"That is a very genius thing to say","I always try my best to be helpful.",chitchat
[""],"That is a very genius response","I always try my best to be helpful.",chitchat
[""],"That is a very genius answer","I always try my best to be helpful.",chitchat
[""],"That is a very clever thing to say","I always try my best to be helpful.",chitchat
[""],"That is a very clever response","I always try my best to be helpful.",chitchat
[""],"That is a very clever answer","I always try my best to be helpful.",chitchat
[""],"That is a very brilliant thing to say","I always try my best to be helpful.",chitchat
[""],"That is a very intelligent thing to say","I always try my best to be helpful.",chitchat
[""],"What an intelligent thing to say","I always try my best to be helpful.",chitchat
[""],"That's a very astute response","I always try my best to be helpful.",chitchat
[""],"You're a freaking genius","I always try my best to be helpful.",chitchat
[""],"You seem really smart","I always try my best to be helpful.",chitchat
[""],"You seem really intelligent","I always try my best to be helpful.",chitchat
[""],"You must be at the top of your class","I always try my best to be helpful.",chitchat
[""],"You are razor sharp","I always try my best to be helpful.",chitchat
[""],"You're astute","I always try my best to be helpful.",chitchat
[""],"You are a genius","I always try my best to be helpful.",chitchat
[""],"You're brilliant","I always try my best to be helpful.",chitchat
[""],"What an astute thing to say","I always try my best to be helpful.",chitchat
[""],"What a stroke of genius","I always try my best to be helpful.",chitchat
[""],"What a smart thing to say","I always try my best to be helpful.",chitchat
[""],"What a genius thing to say","I always try my best to be helpful.",chitchat
[""],"What a clever thing to say","I always try my best to be helpful.",chitchat
[""],"What a brilliant thing to say","I always try my best to be helpful.",chitchat
[""],"Well aren't you smart","I always try my best to be helpful.",chitchat
[""],"You are a real smartypants","I always try my best to be helpful.",chitchat
[""],"You're so astute","I always try my best to be helpful.",chitchat
[""],"You're very intelligent","I always try my best to be helpful.",chitchat
[""],"You're very clever","I always try my best to be helpful.",chitchat
[""],"You're very bright","I always try my best to be helpful.",chitchat
[""],"You're very astute","I always try my best to be helpful.",chitchat
[""],"You're such a smarty pants","I always try my best to be helpful.",chitchat
[""],"You're such a smarty","I always try my best to be helpful.",chitchat
[""],"You're such a genius","I always try my best to be helpful.",chitchat
[""],"You're a real brainiac","I always try my best to be helpful.",chitchat
[""],"You're so sharp","I always try my best to be helpful.",chitchat
[""],"That's very sharp","I always try my best to be helpful.",chitchat
[""],"You're smart","I always try my best to be helpful.",chitchat
[""],"You're sharp.","I always try my best to be helpful.",chitchat
[""],"You're sharp as a tack","I always try my best to be helpful.",chitchat
[""],"You're pretty smart","I always try my best to be helpful.",chitchat
[""],"You're one smart cookie","I always try my best to be helpful.",chitchat
[""],"You're on the ball.","I always try my best to be helpful.",chitchat
[""],"You're clever","I always try my best to be helpful.",chitchat
[""],"You're so smart","I always try my best to be helpful.",chitchat
[""],"That's a very genius response","I always try my best to be helpful.",chitchat
[""],"That's brilliant","I always try my best to be helpful.",chitchat
[""],"That's astute","I always try my best to be helpful.",chitchat
[""],"That's a very smart response","I always try my best to be helpful.",chitchat
[""],"That's a very smart answer","I always try my best to be helpful.",chitchat
[""],"That's a very intelligent thing to say","I always try my best to be helpful.",chitchat
[""],"That's a very intelligent response","I always try my best to be helpful.",chitchat
[""],"Well aren't you intelligent","I always try my best to be helpful.",chitchat
[""],"That's a very genius thing to say","I always try my best to be helpful.",chitchat
[""],"That's pretty astute","I always try my best to be helpful.",chitchat
[""],"That's a very clever thing to say","I always try my best to be helpful.",chitchat
[""],"That's a very clever answer","I always try my best to be helpful.",chitchat
[""],"That's a very brilliant thing to say","I always try my best to be helpful.",chitchat
[""],"That's a very brilliant response","I always try my best to be helpful.",chitchat
[""],"You're very smart","I always try my best to be helpful.",chitchat
[""],"That's a very intelligent answer","I always try my best to be helpful.",chitchat
[""],"That's the smartest thing anyone has ever written","I always try my best to be helpful.",chitchat
[""],"That's a very astute thing to say","I always try my best to be helpful.",chitchat
[""],"That's very intelligent","I always try my best to be helpful.",chitchat
[""],"That's very genius","I always try my best to be helpful.",chitchat
[""],"That's very clever","I always try my best to be helpful.",chitchat
[""],"That's very brilliant","I always try my best to be helpful.",chitchat
[""],"That's clever","I always try my best to be helpful.",chitchat
[""],"That's the smartest thing I've ever heard","I always try my best to be helpful.",chitchat
[""],"That's genius","I always try my best to be helpful.",chitchat
[""],"That's the smartest thing anyone has ever told me","I always try my best to be helpful.",chitchat
[""],"That's the smartest thing anyone has ever said","I always try my best to be helpful.",chitchat
[""],"That's smart","I always try my best to be helpful.",chitchat
[""],"That's pretty smart","I always try my best to be helpful.",chitchat
[""],"That's pretty genius","I always try my best to be helpful.",chitchat
[""],"That's very smart","I always try my best to be helpful.",chitchat
